id,date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
15583,2021-09-04,Oklahoma,3889624,4777110,2136791,1761027,13664
15584,2021-09-05,Oklahoma,3889624,4777110,2136791,1761027,12055
15585,2021-09-06,Oklahoma,3889624,4777110,2136791,1761027,11327
15586,2021-09-07,Oklahoma,3906825,4776510,2144418,1768580,11074
15587,2021-09-08,Oklahoma,3924708,4794060,2152077,1776861,11401
15588,2021-09-09,Oklahoma,3934897,4797140,2156513,1781639,10820
15589,2021-09-10,Oklahoma,3948041,4831440,2161806,1788373,10718
15590,2021-09-11,Oklahoma,3960629,4853300,2167106,1794448,10144
15591,2021-09-12,Oklahoma,3975573,4853300,2173698,1801334,11459
15592,2021-09-13,Oklahoma,3984173,4853300,2177376,1805668,11869
15593,2021-09-14,Oklahoma,3990068,4857160,2179904,1808630,11892
15594,2021-09-15,Oklahoma,4001703,4874370,2184635,1814425,10999
15595,2021-09-16,Oklahoma,4013260,4881900,2189439,1820228,11195
15596,2021-09-17,Oklahoma,4025023,4916860,2194258,1826304,10997
15597,2021-09-18,Oklahoma,4036319,4936710,2198679,1832097,10813
15598,2021-09-19,Oklahoma,4049060,4936710,2203603,1838725,10498
15599,2021-09-20,Oklahoma,4056358,4936710,2206383,1842711,10312
15600,2021-09-21,Oklahoma,4061007,4943730,2208131,1845303,10134
15601,2021-09-22,Oklahoma,4069708,4947240,2211367,1849881,9715
15602,2021-09-23,Oklahoma,4080662,4948360,2215380,1855558,9629
15603,2021-09-24,Oklahoma,4088807,4962170,2218363,1859672,9112
15604,2021-09-25,Oklahoma,4100099,4984710,2222743,1865122,9111
15605,2021-09-26,Oklahoma,4111775,4984710,2226345,1870502,8959
15606,2021-09-27,Oklahoma,4120769,4984710,2229487,1874082,9202
15607,2021-09-28,Oklahoma,4126107,4997810,2231217,1876006,9300
15608,2021-09-29,Oklahoma,4139908,5003140,2235643,1879922,10029
15609,2021-09-30,Oklahoma,4152019,5002360,2239256,1883414,10194
15610,2021-10-01,Oklahoma,4165663,5036800,2242977,1887145,10979
15611,2021-10-02,Oklahoma,4175185,5060430,2245546,1889967,10727
15612,2021-10-03,Oklahoma,4194062,5064040,2250641,1895633,11755
15613,2021-10-04,Oklahoma,4206191,5063760,2254004,1899919,12203
15614,2021-10-05,Oklahoma,4211321,5065130,2255807,1901780,12173
15615,2021-10-06,Oklahoma,4222148,5067900,2258995,1904981,11749
15616,2021-10-07,Oklahoma,4233576,5083230,2262206,1907781,11651
15617,2021-10-08,Oklahoma,4247608,5114950,2266529,1911983,11706
15618,2021-10-09,Oklahoma,4259773,5131160,2270436,1915359,12084
15619,2021-10-10,Oklahoma,4259773,5131160,2270436,1915359,10472
15620,2021-10-11,Oklahoma,4259773,5131160,2270436,1915359,9824
15621,2021-10-12,Oklahoma,4282557,5134550,2277699,1922364,10177
15622,2021-10-13,Oklahoma,4290212,5136900,2280293,1924626,9723
15623,2021-10-14,Oklahoma,4304068,5145470,2285002,1929976,10070
15624,2021-10-15,Oklahoma,4314267,5179180,2288377,1933213,9523
15625,2021-10-16,Oklahoma,4324309,5185010,2291475,1936000,9219
15626,2021-10-17,Oklahoma,4339211,5180790,2296617,1940629,10263
15627,2021-10-18,Oklahoma,4344486,5180650,2298461,1942273,9932
15628,2021-10-19,Oklahoma,4348538,5184640,2300224,1943521,9426
15629,2021-10-20,Oklahoma,4356617,5186540,2303143,1945919,9486
15630,2021-10-21,Oklahoma,4366147,5195210,2306261,1948583,8868
15631,2021-10-22,Oklahoma,4375374,5245690,2320483,1959013,8730
15632,2021-10-23,Oklahoma,4385686,5268420,2323628,1961771,8768
15633,2021-10-24,Oklahoma,4397550,5268280,2326548,1964358,8334
15634,2021-10-25,Oklahoma,4405452,5266460,2329449,1965685,8709
15635,2021-10-26,Oklahoma,4412151,5281030,2332252,1966699,9088
15636,2021-10-27,Oklahoma,4428587,5303280,2337167,1969120,10281
15637,2021-10-28,Oklahoma,4448436,5320800,2342065,1972206,11756
15638,2021-10-29,Oklahoma,4465341,5377410,2346477,1974847,12852
15639,2021-10-30,Oklahoma,4482475,5429150,2351016,1977502,13827
15640,2021-10-31,Oklahoma,4501331,5427550,2355199,1981645,14826
15641,2021-11-01,Oklahoma,4509104,5424410,2357556,1983104,14807
15642,2021-11-02,Oklahoma,4515047,5437180,2359939,1984181,14699
15643,2021-11-03,Oklahoma,4529434,5457310,2363801,1987280,14407
15644,2021-11-04,Oklahoma,4544659,5509330,2368051,1990041,13746
15645,2021-11-05,Oklahoma,4558331,5517950,2371929,1992503,13284
15646,2021-11-06,Oklahoma,4573621,5538570,2376302,1994874,13021
15647,2021-11-07,Oklahoma,4590374,5544410,2380198,1997888,12720
15648,2021-11-08,Oklahoma,4602420,5544410,2384304,2000242,13331
15649,2021-11-09,Oklahoma,4608699,5577170,2387803,2001258,13379
15650,2021-11-10,Oklahoma,4621558,5632820,2392545,2003393,13161
15651,2021-11-11,Oklahoma,4621558,5632820,2392545,2003393,13383
15652,2021-11-12,Oklahoma,4655119,5810990,2405127,2008936,13827
15653,2021-11-13,Oklahoma,4669126,5878310,2410668,2010706,13644
15654,2021-11-14,Oklahoma,4691113,5876430,2416280,2012852,14391
15655,2021-11-15,Oklahoma,4701153,5875130,2421090,2014148,14105
15656,2021-11-16,Oklahoma,4706632,5883870,2423761,2014904,13990
15657,2021-11-17,Oklahoma,4721749,5897500,2429835,2017058,14313
15658,2021-11-18,Oklahoma,4737575,5929730,2435349,2019331,14177
15659,2021-11-19,Oklahoma,4752777,5956410,2440802,2021425,13951
15660,2021-11-20,Oklahoma,4771373,5995620,2447013,2024031,14607
15661,2021-11-21,Oklahoma,4788237,5993220,2452860,2026329,13875
15662,2021-11-22,Oklahoma,4797399,5987760,2456478,2027437,13749
15663,2021-11-23,Oklahoma,4803350,5994670,2458645,2028140,13817
15664,2021-11-24,Oklahoma,4822388,6008460,2466343,2030324,14377
15665,2021-11-25,Oklahoma,4822388,6008460,2466343,2030324,13543
15666,2021-11-26,Oklahoma,4822388,6008460,2466343,2030324,12798
15667,2021-11-27,Oklahoma,4822388,6008460,2466343,2030324,11568
15668,2021-11-28,Oklahoma,4822388,6008460,2466343,2030324,10585
15669,2021-11-29,Oklahoma,4872320,5991910,2484400,2037198,10703
15670,2021-11-30,Oklahoma,4878303,6019250,2485988,2039094,10708
15671,2021-12-01,Oklahoma,4893529,6036020,2490052,2042487,10163
15672,2021-12-02,Oklahoma,4913912,6059580,2495994,2046492,11648
15673,2021-12-03,Oklahoma,4930732,6074390,2501328,2049467,12624
15674,2021-12-04,Oklahoma,4974895,6075340,2512408,2057232,17507
15675,2021-12-05,Oklahoma,4977919,6052050,2514111,2057871,16512
15676,2021-12-06,Oklahoma,4989942,6048270,2517467,2060953,16803
15677,2021-12-07,Oklahoma,4998345,6083560,2520319,2062867,17149
15678,2021-12-08,Oklahoma,5015846,6095730,2525506,2065916,17474
15679,2021-12-09,Oklahoma,5032999,6099090,2530686,2069094,17012
15680,2021-12-10,Oklahoma,5051749,6138900,2535822,2072304,17288
15681,2021-12-11,Oklahoma,5069686,6156500,2540898,2075628,13542
15682,2021-12-12,Oklahoma,5085981,6156500,2545369,2078712,15437
15683,2021-12-13,Oklahoma,5095257,6156360,2547938,2080610,15045
15684,2021-12-14,Oklahoma,5101032,6184310,2550224,2081664,14670
15685,2021-12-15,Oklahoma,5119102,6187080,2555097,2085687,14751
15686,2021-12-16,Oklahoma,5135841,6200260,2559550,2089044,14692
15687,2021-12-17,Oklahoma,5152576,6248790,2563948,2091780,14404
15688,2021-12-18,Oklahoma,5167674,6198450,2568507,2094240,13998
15689,2021-12-19,Oklahoma,5185919,6184920,2573185,2096846,14277
15690,2021-12-20,Oklahoma,5195897,6156640,2576163,2098408,14377
15691,2021-12-21,Oklahoma,5202912,6198120,2579162,2099290,14554
15692,2021-12-22,Oklahoma,5218961,6229410,2584369,2101720,14266
15693,2021-12-23,Oklahoma,5237461,6240850,2589735,2104605,14517
15694,2021-12-24,Oklahoma,5237461,6240850,2589735,2104605,13447
15695,2021-12-25,Oklahoma,5237461,6240850,2589735,2104605,12612
15696,2021-12-26,Oklahoma,5237461,6240850,2589735,2104605,11326
15697,2021-12-27,Oklahoma,5274449,6216470,2600166,2110365,11222
15698,2021-12-28,Oklahoma,5278277,6216470,2602348,2111056,10766
15699,2021-12-29,Oklahoma,5292201,6244670,2606960,2113666,10463
15700,2021-12-30,Oklahoma,5308000,6255300,2612220,2116382,10077
15701,2021-12-31,Oklahoma,5308000,6255300,2612220,2116382,10032
15702,2022-01-01,Oklahoma,5308000,6255300,2612220,2116382,9986
15703,2022-01-02,Oklahoma,5308000,6255300,2612220,2116382,9941
15704,2022-01-03,Oklahoma,5308000,6255300,2612220,2116382,9896
15705,2022-01-04,Oklahoma,5352649,6255070,2627437,2124053,10625
15706,2022-01-05,Oklahoma,5363679,6277450,2631688,2126244,10211
15707,2021-01-12,Oregon,104610,321425,99594,4813,0
15708,2021-01-13,Oregon,115075,325325,107843,7014,10465
15709,2021-01-14,Oregon,129796,335075,119980,7014,12593
15710,2021-01-15,Oregon,146153,335075,133091,12795,13848
15711,2021-01-16,Oregon,146153,335075,133091,12795,14809
15712,2021-01-17,Oregon,146153,335075,133091,12795,15386
15713,2021-01-18,Oregon,146153,335075,133091,12795,15771
15714,2021-01-19,Oregon,216928,335075,192550,23866,16045
15715,2021-01-20,Oregon,216928,431450,192550,23866,14550
15716,2021-01-21,Oregon,216928,479325,192550,23866,12447
15717,2021-01-22,Oregon,253705,487700,218413,34536,15365
15718,2021-01-23,Oregon,270463,492450,231606,37983,15231
15719,2021-01-24,Oregon,285922,492450,244669,40348,14912
15720,2021-01-25,Oregon,300676,492450,257296,42426,14492
15721,2021-01-26,Oregon,308066,589200,263167,43942,13020
15722,2021-01-27,Oregon,325488,599900,276200,48261,15509
15723,2021-01-28,Oregon,340383,606725,285528,53662,17636
15724,2021-01-29,Oregon,359391,614525,299508,58664,15098
15725,2021-01-30,Oregon,382392,665325,314964,66188,15990
15726,2021-01-31,Oregon,407890,665325,331692,74927,17424
15727,2021-02-01,Oregon,423627,665325,342827,79522,17564
15728,2021-02-02,Oregon,438302,684000,353035,83898,18605
15729,2021-02-03,Oregon,454269,706575,361249,91240,18397
15730,2021-02-04,Oregon,471983,706575,369704,100414,18800
15731,2021-02-05,Oregon,487153,733875,378078,107146,18252
15732,2021-02-06,Oregon,509875,734950,389513,118378,18212
15733,2021-02-07,Oregon,532746,734950,400019,130687,17837
15734,2021-02-08,Oregon,554440,734950,412660,139700,18688
15735,2021-02-09,Oregon,572695,801125,425086,145517,19199
15736,2021-02-10,Oregon,589035,831350,434561,152361,19252
15737,2021-02-11,Oregon,589035,840475,434561,152361,16722
15738,2021-02-12,Oregon,589035,840575,434561,152361,14555
15739,2021-02-13,Oregon,650929,841550,466801,181841,20151
15740,2021-02-14,Oregon,671315,841550,475841,193105,19796
15741,2021-02-15,Oregon,671315,841550,475841,193105,17689
15742,2021-02-16,Oregon,685214,862025,483103,199679,16074
15743,2021-02-17,Oregon,692781,878600,487286,202959,14821
15744,2021-02-18,Oregon,708570,878600,496092,209930,17076
15745,2021-02-19,Oregon,767637,922300,529837,234021,25515
15746,2021-02-20,Oregon,794779,924575,541691,249241,20550
15747,2021-02-21,Oregon,821720,924575,552058,265789,21486
15748,2021-02-22,Oregon,844210,924575,558708,277357,23706
15749,2021-02-23,Oregon,864960,1092385,566952,289506,25678
15750,2021-02-24,Oregon,865750,1133695,567693,289751,24710
15751,2021-02-25,Oregon,889531,1170595,578441,302615,25852
15752,2021-02-26,Oregon,927860,1177945,595929,322835,22889
15753,2021-02-27,Oregon,960674,1241415,616134,335419,23699
15754,2021-02-28,Oregon,994403,1241415,632080,352906,24669
15755,2021-03-01,Oregon,1024055,1241415,650472,364170,25692
15756,2021-03-02,Oregon,1038342,1293095,659018,369954,24769
15757,2021-03-03,Oregon,1050060,1335165,666187,374752,26330
15758,2021-03-04,Oregon,1073041,1363665,677995,385738,26216
15759,2021-03-05,Oregon,1097974,1405845,690687,397904,24302
15760,2021-03-06,Oregon,1137864,1420125,718580,409610,25313
15761,2021-03-07,Oregon,1172840,1420125,742710,420302,25491
15762,2021-03-08,Oregon,1199682,1420125,760168,431930,25090
15763,2021-03-09,Oregon,1221981,1480885,773967,440717,26234
15764,2021-03-10,Oregon,1238835,1608165,784943,447042,26968
15765,2021-03-11,Oregon,1239800,1629635,785467,448006,23823
15766,2021-03-12,Oregon,1271685,1634415,806341,461440,24816
15767,2021-03-13,Oregon,1334042,1642605,847034,486303,28025
15768,2021-03-14,Oregon,1366471,1642605,870504,498278,27662
15769,2021-03-15,Oregon,1387803,1642605,888090,508427,26874
15770,2021-03-16,Oregon,1412282,1802395,905439,518520,27186
15771,2021-03-17,Oregon,1414113,1851555,906252,519950,25040
15772,2021-03-18,Oregon,1433105,1873825,918539,529551,27615
15773,2021-03-19,Oregon,1483419,1884355,952346,548689,30248
15774,2021-03-20,Oregon,1523965,1934665,978493,565879,27132
15775,2021-03-21,Oregon,1560983,1934665,1004599,578990,27787
15776,2021-03-22,Oregon,1584449,1934665,1019809,589589,28092
15777,2021-03-23,Oregon,1606844,2092775,1032205,600466,27795
15778,2021-03-24,Oregon,1626721,2140945,1044742,608702,30373
15779,2021-03-25,Oregon,1657083,2165585,1067154,618399,31997
15780,2021-03-26,Oregon,1694736,2184325,1095410,629470,30188
15781,2021-03-27,Oregon,1737553,2205385,1120893,648511,30513
15782,2021-03-28,Oregon,1772914,2205385,1141447,665111,30276
15783,2021-03-29,Oregon,1802561,2205385,1158213,679516,31159
15784,2021-03-30,Oregon,1821492,2401575,1169185,687942,30664
15785,2021-03-31,Oregon,1854126,2449855,1187225,703262,32486
15786,2021-04-01,Oregon,1893672,2483195,1211160,720833,33798
15787,2021-04-02,Oregon,1941147,2524155,1242974,739353,35202
15788,2021-04-03,Oregon,1988473,2552055,1270002,762016,35846
15789,2021-04-04,Oregon,2034002,2552055,1297163,782997,37298
15790,2021-04-05,Oregon,2066694,2552055,1315090,800917,37733
15791,2021-04-06,Oregon,2089274,2787285,1327236,811749,38255
15792,2021-04-07,Oregon,2123427,2836115,1349522,825601,38472
15793,2021-04-08,Oregon,2160491,2869625,1372306,844551,38117
15794,2021-04-09,Oregon,2211938,2903425,1406840,867782,38684
15795,2021-04-10,Oregon,2266230,2927765,1437634,897440,39680
15796,2021-04-11,Oregon,2321846,2927765,1473448,923545,41121
15797,2021-04-12,Oregon,2356196,2927765,1496348,942416,41357
15798,2021-04-13,Oregon,2384336,3032835,1512819,956243,42152
15799,2021-04-14,Oregon,2415448,3150545,1534466,970014,41717
15800,2021-04-15,Oregon,2455797,3166385,1558998,988029,42187
15801,2021-04-16,Oregon,2501531,3192025,1583802,1010493,41370
15802,2021-04-17,Oregon,2549615,3219255,1610356,1033215,40484
15803,2021-04-18,Oregon,2595396,3219255,1637060,1053435,39079
15804,2021-04-19,Oregon,2628195,3219255,1657107,1067255,38857
15805,2021-04-20,Oregon,2653785,3374405,1670343,1080273,38493
15806,2021-04-21,Oregon,2680641,3466045,1685787,1092175,37885
15807,2021-04-22,Oregon,2681488,3486345,1686522,1093608,32242
15808,2021-04-23,Oregon,2770216,3503745,1729523,1141576,38384
15809,2021-04-24,Oregon,2819970,3557915,1754218,1167265,38622
15810,2021-04-25,Oregon,2874447,3557915,1781648,1195669,39864
15811,2021-04-26,Oregon,2908484,3557915,1797595,1214652,40041
15812,2021-04-27,Oregon,2936291,3735745,1811978,1228652,40358
15813,2021-04-28,Oregon,2965257,3801565,1827620,1242716,40659
15814,2021-04-29,Oregon,3007184,3823165,1848204,1264674,46528
15815,2021-04-30,Oregon,3047017,3853745,1869063,1284955,39543
15816,2021-05-01,Oregon,3047459,3902545,1870231,1285928,32498
15817,2021-05-02,Oregon,3137471,3902545,1914321,1332714,37575
15818,2021-05-03,Oregon,3160032,3902545,1927088,1344028,35935
15819,2021-05-04,Oregon,3178607,4083255,1936421,1353950,34617
15820,2021-05-05,Oregon,3207617,4136195,1947073,1373067,34623
15821,2021-05-06,Oregon,3239343,4149115,1962341,1391319,33166
15822,2021-05-07,Oregon,3275954,4186565,1979576,1413377,32705
15823,2021-05-08,Oregon,3331075,4219185,2004331,1445588,40517
15824,2021-05-09,Oregon,3395077,4219185,2030348,1484308,36801
15825,2021-05-10,Oregon,3432832,4219185,2046143,1509212,38971
15826,2021-05-11,Oregon,3461500,4416135,2060754,1529708,40413
15827,2021-05-12,Oregon,3496421,4472215,2072983,1553061,41258
15828,2021-05-13,Oregon,3525900,4482115,2084544,1572905,40937
15829,2021-05-14,Oregon,3556202,4501785,2096501,1592964,40035
15830,2021-05-15,Oregon,3593690,4539165,2112050,1616676,37516
15831,2021-05-16,Oregon,3635946,4539165,2129818,1643042,34410
15832,2021-05-17,Oregon,3659139,4539165,2140584,1656877,32330
15833,2021-05-18,Oregon,3683177,4723175,2152671,1670204,31668
15834,2021-05-19,Oregon,3710168,4831335,2165015,1686285,30535
15835,2021-05-20,Oregon,3735151,4865045,2176585,1701973,29893
15836,2021-05-21,Oregon,3772596,4898945,2193956,1724172,30913
15837,2021-05-22,Oregon,3820887,4927655,2215447,1753699,32457
15838,2021-05-23,Oregon,3858089,4927655,2230196,1777764,31735
15839,2021-05-24,Oregon,3887628,4927655,2243761,1794974,32641
15840,2021-05-25,Oregon,3908827,5115145,2251409,1809594,32236
15841,2021-05-26,Oregon,3935023,5152745,2261605,1824408,32122
15842,2021-05-27,Oregon,3962890,5168665,2273769,1841255,32534
15843,2021-05-28,Oregon,3992703,5170065,2285709,1860015,31444
15844,2021-05-29,Oregon,4023817,5339055,2297590,1880818,28990
15845,2021-05-30,Oregon,4055225,5339055,2309707,1901281,28162
15846,2021-05-31,Oregon,4055225,5339055,2309707,1901281,25956
15847,2021-06-01,Oregon,4083414,5339055,2320098,1920451,24941
15848,2021-06-02,Oregon,4087801,5430595,2321966,1923494,21825
15849,2021-06-03,Oregon,4102583,5436985,2326903,1934265,19956
15850,2021-06-04,Oregon,4123145,5444945,2334552,1948094,18635
15851,2021-06-05,Oregon,4148510,5474205,2344210,1964324,17813
15852,2021-06-06,Oregon,4176332,5474205,2353283,1984341,17301
15853,2021-06-07,Oregon,4176432,5474205,2353525,1984709,15302
15854,2021-06-08,Oregon,4214370,5480375,2365890,2010949,18708
15855,2021-06-09,Oregon,4231860,5484305,2371622,2023320,20580
15856,2021-06-10,Oregon,4232089,5486825,2371854,2023687,18501
15857,2021-06-11,Oregon,4254045,5490795,2379413,2038711,18700
15858,2021-06-12,Oregon,4281314,5527385,2387598,2058647,18972
15859,2021-06-13,Oregon,4305626,5527385,2394183,2077018,18471
15860,2021-06-14,Oregon,4322927,5527385,2399985,2089259,20928
15861,2021-06-15,Oregon,4349829,5550315,2407428,2109652,19351
15862,2021-06-16,Oregon,4371768,5555275,2413622,2125535,19987
15863,2021-06-17,Oregon,4389478,5574805,2419637,2138497,22484
15864,2021-06-18,Oregon,4405722,5586365,2424661,2150380,21668
15865,2021-06-19,Oregon,4418885,5604375,2428695,2159948,19653
15866,2021-06-20,Oregon,4432588,5604375,2433303,2169285,18137
15867,2021-06-21,Oregon,4442610,5604375,2436329,2176923,17098
15868,2021-06-22,Oregon,4445687,5610035,2437641,2178921,13694
15869,2021-06-23,Oregon,4455064,5611905,2441267,2185102,11899
15870,2021-06-24,Oregon,4463557,5615785,2444867,2190389,10583
15871,2021-06-25,Oregon,4474809,5616905,2449650,2197094,9870
15872,2021-06-26,Oregon,4491080,5630125,2455929,2207481,10314
15873,2021-06-27,Oregon,4503861,5630125,2461516,2215238,10182
15874,2021-06-28,Oregon,4509377,5630125,2463795,2218884,9538
15875,2021-06-29,Oregon,4509379,5634895,2463872,2218940,9099
15876,2021-06-30,Oregon,4517691,5634895,2467466,2223826,8947
15877,2021-07-01,Oregon,4576887,5640235,2481285,2268409,16190
15878,2021-07-02,Oregon,4585492,5642315,2484831,2273919,15812
15879,2021-07-03,Oregon,4593472,5644595,2488282,2278941,14627
15880,2021-07-04,Oregon,4606192,5644595,2492859,2286438,14619
15881,2021-07-05,Oregon,4606192,5644595,2492859,2286438,14280
15882,2021-07-06,Oregon,4612486,5644595,2495783,2289915,14730
15883,2021-07-07,Oregon,4614196,5644595,2496665,2290996,13786
15884,2021-07-08,Oregon,4622951,5669015,2500170,2296413,6581
15885,2021-07-09,Oregon,4623018,5685275,2500311,2296570,5361
15886,2021-07-10,Oregon,4629980,5687305,2503184,2300922,5215
15887,2021-07-11,Oregon,4637449,5688655,2506203,2305483,4465
15888,2021-07-12,Oregon,4642891,5688655,2508487,2308772,4793
15889,2021-07-13,Oregon,4645898,5690905,2509760,2310662,4773
15890,2021-07-14,Oregon,4650929,5692315,2511818,2313684,5248
15891,2021-07-15,Oregon,4657136,5697915,2514382,2317504,4884
15892,2021-07-16,Oregon,4663355,5701865,2517102,2321172,5762
15893,2021-07-17,Oregon,4668736,5707025,2519562,2324348,5537
15894,2021-07-18,Oregon,4674557,5707025,2522045,2327768,5301
15895,2021-07-19,Oregon,4679729,5708375,2524518,2330680,5263
15896,2021-07-20,Oregon,4686818,5718865,2527959,2334446,5846
15897,2021-07-21,Oregon,4686883,5722645,2528095,2334523,5136
15898,2021-07-22,Oregon,4686979,5736195,2528258,2334660,4263
15899,2021-07-23,Oregon,4699465,5747345,2534585,2341087,5159
15900,2021-07-24,Oregon,4699525,5753825,2534731,2341192,4398
15901,2021-07-25,Oregon,4712043,5754065,2541138,2347560,5355
15902,2021-07-26,Oregon,4716349,5754065,2543463,2349688,5231
15903,2021-07-27,Oregon,4718870,5755375,2544949,2350859,4579
15904,2021-07-28,Oregon,4723919,5756625,2547997,2353133,5291
15905,2021-07-29,Oregon,4729527,5770105,2551463,2355462,6078
15906,2021-07-30,Oregon,4736784,5776905,2556604,2357975,5331
15907,2021-07-31,Oregon,4743550,5784515,2560856,2360847,6289
15908,2021-08-01,Oregon,4750153,5784515,2564903,2363696,5444
15909,2021-08-02,Oregon,4755019,5784515,2567893,2365761,5524
15910,2021-08-03,Oregon,4757884,5787945,2569747,2366875,5573
15911,2021-08-04,Oregon,4762995,5791335,2572941,2369063,5582
15912,2021-08-05,Oregon,4770100,5803575,2577654,2371953,5796
15913,2021-08-06,Oregon,4777107,5820125,2582470,2374442,5760
15914,2021-08-07,Oregon,4784150,5833235,2587126,2377183,5800
15915,2021-08-08,Oregon,4792126,5833235,2592451,2380397,5996
15916,2021-08-09,Oregon,4797587,5833235,2596102,2382454,6081
15917,2021-08-10,Oregon,4800647,5835175,2598206,2383599,6109
15918,2021-08-11,Oregon,4805974,5866265,2601592,2385758,6140
15919,2021-08-12,Oregon,4812087,5877955,2605552,2388289,5998
15920,2021-08-13,Oregon,4822151,5905705,2612166,2392075,6435
15921,2021-08-14,Oregon,4830859,5945805,2617909,2395283,6673
15922,2021-08-15,Oregon,4830886,5946255,2618070,2395364,5537
15923,2021-08-16,Oregon,4830925,5946255,2618259,2395446,4763
15924,2021-08-17,Oregon,4833979,5966315,2620087,2396449,4762
15925,2021-08-18,Oregon,4834026,5979865,2620315,2396559,4007
15926,2021-08-19,Oregon,4863386,5993865,2638185,2407739,7328
15927,2021-08-20,Oregon,4874161,6021365,2644163,2411737,7430
15928,2021-08-21,Oregon,4883692,6038845,2649217,2415218,7548
15929,2021-08-22,Oregon,4894410,6038845,2655366,2419091,9075
15930,2021-08-23,Oregon,4902496,6038845,2659811,2421901,10224
15931,2021-08-24,Oregon,4906981,6038845,2662357,2423556,10429
15932,2021-08-25,Oregon,4907139,6059845,2662570,2423736,10445
15933,2021-08-26,Oregon,4926367,6108825,2673131,2431029,8997
15934,2021-08-27,Oregon,4937257,6144565,2679276,2434912,9014
15935,2021-08-28,Oregon,4948431,6176735,2685416,2439116,9248
15936,2021-08-29,Oregon,4959522,6180935,2691245,2443538,9302
15937,2021-08-30,Oregon,4968108,6180935,2695629,2446946,9373
15938,2021-08-31,Oregon,4972756,6216825,2698081,2448747,9396
15939,2021-09-01,Oregon,4982093,6249385,2703199,2452383,10708
15940,2021-09-02,Oregon,4982271,6265365,2703449,2452534,7986
15941,2021-09-03,Oregon,5004802,6277165,2715109,2461514,9649
15942,2021-09-04,Oregon,5015595,6334305,2720850,2465908,9595
15943,2021-09-05,Oregon,5015595,6334305,2720850,2465908,9144
15944,2021-09-06,Oregon,5015595,6334305,2720850,2465908,9051
15945,2021-09-07,Oregon,5039395,6334105,2732729,2475493,9520
15946,2021-09-08,Oregon,5042792,6346975,2734796,2476823,8671
15947,2021-09-09,Oregon,5050384,6375555,2738539,2480268,9730
15948,2021-09-10,Oregon,5062276,6387675,2744164,2485525,8211
15949,2021-09-11,Oregon,5072550,6443075,2749265,2490033,8136
15950,2021-09-12,Oregon,5083677,6443075,2754554,2495113,8593
15951,2021-09-13,Oregon,5091757,6443075,2758308,2498931,8614
15952,2021-09-14,Oregon,5096519,6451155,2760704,2501336,8161
15953,2021-09-15,Oregon,5104942,6515585,2765011,2504979,8879
15954,2021-09-16,Oregon,5115606,6535515,2770096,2509998,9317
15955,2021-09-17,Oregon,5125496,6571075,2774422,2515043,9031
15956,2021-09-18,Oregon,5134283,6605255,2778354,2519676,8819
15957,2021-09-19,Oregon,5144109,6605255,2782330,2525050,8633
15958,2021-09-20,Oregon,5150653,6605255,2784825,2528716,8414
15959,2021-09-21,Oregon,5155641,6609605,2786787,2531556,8446
15960,2021-09-22,Oregon,5155641,6609605,2786787,2531556,8497
15961,2021-09-23,Oregon,5173200,6657075,2788531,2537156,8228
15962,2021-09-24,Oregon,5181250,6675905,2791779,2541271,7965
15963,2021-09-25,Oregon,5190526,6694915,2795298,2546340,8035
15964,2021-09-26,Oregon,5190588,6694915,2795429,2546412,6640
15965,2021-09-27,Oregon,5206293,6694915,2800410,2553922,7949
15966,2021-09-28,Oregon,5211759,6709145,2801847,2555875,8017
15967,2021-09-29,Oregon,5221487,6718425,2804640,2559258,8152
15968,2021-09-30,Oregon,5233207,6718845,2807716,2562913,8572
15969,2021-10-01,Oregon,5245350,6754575,2810893,2566668,9157
15970,2021-10-02,Oregon,5257395,6766785,2813375,2570195,9553
15971,2021-10-03,Oregon,5277518,6766365,2817087,2575860,12419
15972,2021-10-04,Oregon,5290663,6766085,2819653,2579470,12053
15973,2021-10-05,Oregon,5297634,6770765,2821210,2581492,12268
15974,2021-10-06,Oregon,5308427,6781375,2823663,2585014,12420
15975,2021-10-07,Oregon,5322063,6817905,2826529,2588568,12694
15976,2021-10-08,Oregon,5338905,6869705,2830273,2593020,13365
15977,2021-10-09,Oregon,5353529,6886515,2833379,2596621,13733
15978,2021-10-10,Oregon,5353529,6886515,2833379,2596621,12273
15979,2021-10-11,Oregon,5353529,6886515,2833379,2596621,11808
15980,2021-10-12,Oregon,5383219,6891705,2839429,2603843,12226
15981,2021-10-13,Oregon,5393757,6902115,2841583,2606536,12190
15982,2021-10-14,Oregon,5407865,6916585,2844471,2610017,12257
15983,2021-10-15,Oregon,5420812,6944845,2847046,2613172,11701
15984,2021-10-16,Oregon,5435188,6983905,2850002,2616814,11666
15985,2021-10-17,Oregon,5448492,6981525,2852529,2619901,12152
15986,2021-10-18,Oregon,5456072,6981105,2853970,2621513,11821
15987,2021-10-19,Oregon,5460516,6997725,2854917,2622520,11042
15988,2021-10-20,Oregon,5469322,7009005,2856802,2624689,10795
15989,2021-10-21,Oregon,5482628,7041465,2859232,2627410,10680
15990,2021-10-22,Oregon,5496828,7075885,2863457,2631246,10859
15991,2021-10-23,Oregon,5510358,7109115,2866145,2634171,10739
15992,2021-10-24,Oregon,5524510,7108975,2868632,2636958,10860
