id,date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
1,2021-01-12,Alabama,78134,377025,70861,7270,0
2,2021-01-13,Alabama,84040,378975,74792,9245,5906
3,2021-01-14,Alabama,92300,435350,80480,9245,7083
4,2021-01-15,Alabama,100567,444650,86956,13488,7478
5,2021-01-16,Alabama,100567,444650,86956,13488,7498
6,2021-01-17,Alabama,100567,444650,86956,13488,7509
7,2021-01-18,Alabama,100567,444650,86956,13488,7517
8,2021-01-19,Alabama,130795,444650,114319,16346,7523
9,2021-01-20,Alabama,139200,483275,121113,17956,7880
10,2021-01-21,Alabama,165919,493125,144429,21345,10517
11,2021-01-22,Alabama,199314,519525,174317,24840,14107
12,2021-01-23,Alabama,221540,521225,193955,27422,16202
13,2021-01-24,Alabama,243737,521225,213833,29736,18294
14,2021-01-25,Alabama,250612,521225,220464,29978,18196
15,2021-01-26,Alabama,254959,569000,223854,30933,17738
16,2021-01-27,Alabama,266444,634000,232633,33595,18178
17,2021-01-28,Alabama,278993,655275,241337,37431,16153
18,2021-01-29,Alabama,300915,659400,256601,44073,14514
19,2021-01-30,Alabama,342436,659400,288368,53742,17271
20,2021-01-31,Alabama,353974,659400,298301,55331,15748
21,2021-02-01,Alabama,358280,659400,301628,56308,15381
22,2021-02-02,Alabama,371882,680550,312711,58825,16703
23,2021-02-03,Alabama,388339,765150,324998,62990,17414
24,2021-02-04,Alabama,408428,799675,338845,69155,18491
25,2021-02-05,Alabama,430597,799875,353522,76603,18526
26,2021-02-06,Alabama,455173,804100,370275,84278,16105
27,2021-02-07,Alabama,462332,804100,375567,86141,15480
28,2021-02-08,Alabama,467636,804100,378514,88453,15622
29,2021-02-09,Alabama,490969,823600,395196,95033,17012
30,2021-02-10,Alabama,515802,861175,412462,102520,18209
31,2021-02-11,Alabama,543237,911875,431259,111036,19258
32,2021-02-12,Alabama,571115,936200,448071,122019,20074
33,2021-02-13,Alabama,601159,963600,467032,133029,20855
34,2021-02-14,Alabama,612254,965550,474065,137032,21417
35,2021-02-15,Alabama,612254,965550,474065,137032,22405
36,2021-02-16,Alabama,636682,1015775,486206,149288,20816
37,2021-02-17,Alabama,650020,1032175,494424,154341,19174
38,2021-02-18,Alabama,672038,1032175,505660,165104,18400
39,2021-02-19,Alabama,739132,1077600,545431,192304,24002
40,2021-02-20,Alabama,776936,1078800,560968,214512,25111
41,2021-02-21,Alabama,788613,1082100,567505,219639,25194
42,2021-02-22,Alabama,793614,1082100,583741,228101,24164
43,2021-02-23,Alabama,815108,1084440,593936,239425,25489
44,2021-02-24,Alabama,839703,1138650,604602,253615,27098
45,2021-02-25,Alabama,864757,1170120,615100,268465,27531
46,2021-02-26,Alabama,893859,1380380,627063,286095,22104
47,2021-02-27,Alabama,931090,1402180,643208,307868,22022
48,2021-02-28,Alabama,942502,1402280,649745,313290,21984
49,2021-03-01,Alabama,948393,1402280,653309,316073,22111
50,2021-03-02,Alabama,972161,1461320,663187,330046,22436
51,2021-03-03,Alabama,1000031,1469100,674810,346841,22904
52,2021-03-04,Alabama,1032171,1530470,688791,365456,23916
53,2021-03-05,Alabama,1064578,1556460,704173,383078,24388
54,2021-03-06,Alabama,1099697,1628350,721109,402061,24087
55,2021-03-07,Alabama,1110132,1628350,727681,406723,23947
56,2021-03-08,Alabama,1116676,1628350,732967,409937,24040
57,2021-03-09,Alabama,1140984,1689050,747268,420083,24118
58,2021-03-10,Alabama,1173820,1775660,768502,435018,24827
59,2021-03-11,Alabama,1209802,1816230,790864,452746,25376
60,2021-03-12,Alabama,1249205,1838400,816418,472325,26375
61,2021-03-13,Alabama,1288242,1918560,841394,492755,26935
62,2021-03-14,Alabama,1298612,1918560,849337,497653,26926
63,2021-03-15,Alabama,1306419,1918560,854302,501344,27106
64,2021-03-16,Alabama,1332298,2004160,871536,511869,27331
65,2021-03-17,Alabama,1363987,2080870,893767,523649,27167
66,2021-03-18,Alabama,1390066,2118650,912663,533375,25752
67,2021-03-19,Alabama,1426696,2141210,937614,547257,25356
68,2021-03-20,Alabama,1460782,2177880,960539,561254,24649
69,2021-03-21,Alabama,1472666,2177880,968459,566632,24865
70,2021-03-22,Alabama,1479271,2177880,972986,569127,24693
71,2021-03-23,Alabama,1509445,2275030,994253,579598,25307
72,2021-03-24,Alabama,1542416,2403720,1019858,589979,25490
73,2021-03-25,Alabama,1579091,2459980,1048838,600666,27004
74,2021-03-26,Alabama,1611404,2497410,1072623,611694,26387
75,2021-03-27,Alabama,1645858,2535880,1098597,623385,26439
76,2021-03-28,Alabama,1659102,2537050,1108253,628500,26634
77,2021-03-29,Alabama,1666585,2537050,1113924,631388,26759
78,2021-03-30,Alabama,1697641,2722700,1134739,643450,26885
79,2021-03-31,Alabama,1728736,2796630,1155139,656899,26617
80,2021-04-01,Alabama,1771979,2839540,1184284,673773,27555
81,2021-04-02,Alabama,1813462,2872410,1211424,691082,28865
82,2021-04-03,Alabama,1847243,2891780,1234131,705197,28769
83,2021-04-04,Alabama,1858833,2892950,1242706,709849,28533
84,2021-04-05,Alabama,1864857,2892950,1248029,711596,28325
85,2021-04-06,Alabama,1896920,3106870,1267859,725270,28468
86,2021-04-07,Alabama,1935221,3149910,1291487,744961,29498
87,2021-04-08,Alabama,1976344,3170520,1317995,764450,29195
88,2021-04-09,Alabama,2021334,3248260,1344658,788325,29696
89,2021-04-10,Alabama,2065327,3278980,1371201,811323,31155
90,2021-04-11,Alabama,2082605,3278980,1382951,819550,31967
91,2021-04-12,Alabama,2092489,3278980,1389598,824052,32519
92,2021-04-13,Alabama,2127317,3358930,1407463,844353,32914
93,2021-04-14,Alabama,2168891,3493380,1426530,868550,33381
94,2021-04-15,Alabama,2207392,3516420,1442051,893002,33007
95,2021-04-16,Alabama,2245574,3531670,1459377,915654,32034
96,2021-04-17,Alabama,2280686,3664640,1476162,935377,30766
97,2021-04-18,Alabama,2292276,3664740,1481314,943129,29953
98,2021-04-19,Alabama,2297563,3664740,1483779,946333,29296
99,2021-04-20,Alabama,2327764,3761730,1494421,966251,28635
100,2021-04-21,Alabama,2360527,3796070,1507116,987379,27377
101,2021-04-22,Alabama,2394304,3825010,1518928,1010415,26702
102,2021-04-23,Alabama,2429629,3898820,1531741,1033996,26294
103,2021-04-24,Alabama,2461510,3960530,1543544,1054863,25832
104,2021-04-25,Alabama,2471409,3960530,1546659,1062524,25590
105,2021-04-26,Alabama,2478227,3960530,1549782,1066659,25809
106,2021-04-27,Alabama,2499694,4009430,1558652,1079815,24561
107,2021-04-28,Alabama,2527815,4033570,1568315,1098820,23898
108,2021-04-29,Alabama,2559938,4042070,1579093,1121348,23662
109,2021-04-30,Alabama,2591163,4088030,1589518,1143488,23076
110,2021-05-01,Alabama,2617405,4130550,1599130,1161725,22271
111,2021-05-02,Alabama,2622717,4130550,1601433,1165479,21615
112,2021-05-03,Alabama,2627322,4130550,1603454,1168235,21299
113,2021-05-04,Alabama,2644674,4145390,1609919,1179793,20711
114,2021-05-05,Alabama,2670926,4187860,1618791,1199064,20444
115,2021-05-06,Alabama,2673181,4225140,1619783,1201303,16178
116,2021-05-07,Alabama,2726356,4241420,1636710,1240335,19313
117,2021-05-08,Alabama,2758021,4277330,1649688,1263965,20088
118,2021-05-09,Alabama,2768204,4277330,1654267,1270858,20784
119,2021-05-10,Alabama,2773615,4277330,1657672,1273670,20899
120,2021-05-11,Alabama,2773902,4295160,1658191,1273999,18461
121,2021-05-12,Alabama,2791631,4311320,1664353,1286565,17244
122,2021-05-13,Alabama,2831853,4322400,1678119,1314534,22667
123,2021-05-14,Alabama,2859591,4348790,1687875,1334176,19034
124,2021-05-15,Alabama,2881314,4373130,1697289,1348023,17613
125,2021-05-16,Alabama,2886106,4373130,1699751,1350643,16843
126,2021-05-17,Alabama,2886153,4373130,1699915,1350830,16077
127,2021-05-18,Alabama,2905553,4389040,1709333,1362380,18807
128,2021-05-19,Alabama,2906102,4393980,1709761,1362834,16353
129,2021-05-20,Alabama,2939161,4415280,1725694,1382327,15330
130,2021-05-21,Alabama,2945488,4449370,1727437,1387356,12271
131,2021-05-22,Alabama,2962661,4476640,1736645,1396990,11621
132,2021-05-23,Alabama,2981931,4476640,1746820,1407769,13689
133,2021-05-24,Alabama,2982081,4476640,1747012,1407917,13704
134,2021-05-25,Alabama,2996346,4484660,1754294,1415771,12970
135,2021-05-26,Alabama,3002607,4501400,1757607,1419599,13786
136,2021-05-27,Alabama,3007387,4520480,1758850,1423605,9747
137,2021-05-28,Alabama,3016803,4523700,1763553,1429238,10188
138,2021-05-29,Alabama,3020540,4578590,1765515,1431669,8268
139,2021-05-30,Alabama,3021454,4578590,1766055,1432446,5646
140,2021-05-31,Alabama,3021454,4578590,1766055,1432446,5683
141,2021-06-01,Alabama,3022276,4578590,1766784,1433267,3704
142,2021-06-02,Alabama,3025283,4583270,1768055,1435324,3239
143,2021-06-03,Alabama,3025695,4597950,1768288,1435719,2615
144,2021-06-04,Alabama,3032765,4606930,1771964,1440101,2280
145,2021-06-05,Alabama,3032931,4637330,1772245,1440289,1770
146,2021-06-06,Alabama,3035058,4637330,1773379,1441834,1943
147,2021-06-07,Alabama,3036419,4637330,1774139,1442775,2079
148,2021-06-08,Alabama,3036833,4646130,1774535,1443230,2080
149,2021-06-09,Alabama,3040485,4646550,1776278,1445608,2172
150,2021-06-10,Alabama,3064250,4648150,1787017,1460230,5508
151,2021-06-11,Alabama,3078445,4658570,1793119,1468898,6526
152,2021-06-12,Alabama,3105159,4678220,1805486,1485108,10318
153,2021-06-13,Alabama,3114649,4678220,1810074,1490848,11370
154,2021-06-14,Alabama,3128112,4678220,1815885,1499941,13099
155,2021-06-15,Alabama,3129657,4686280,1816769,1501171,13261
156,2021-06-16,Alabama,3141802,4692070,1822146,1508504,14474
157,2021-06-17,Alabama,3253283,4726010,1898131,1546119,27005
158,2021-06-18,Alabama,3254330,4734100,1898704,1546983,25126
159,2021-06-19,Alabama,3275273,4758560,1909005,1558881,24302
160,2021-06-20,Alabama,3282193,4758560,1913032,1562192,23935
161,2021-06-21,Alabama,3285448,4758560,1915122,1563573,22477
162,2021-06-22,Alabama,3291351,4759120,1918334,1566908,23099
163,2021-06-23,Alabama,3298895,4767580,1922707,1570452,22442
164,2021-06-24,Alabama,3308713,4769800,1928656,1574676,7919
165,2021-06-25,Alabama,3308961,4783230,1928903,1574934,7804
166,2021-06-26,Alabama,3317156,4801760,1933773,1578780,5983
167,2021-06-27,Alabama,3330128,4801760,1941681,1584456,6848
168,2021-06-28,Alabama,3341617,4801760,1948135,1590001,8024
169,2021-06-29,Alabama,3349904,4810050,1953410,1594040,8365
170,2021-06-30,Alabama,3350607,4813050,1954166,1594625,7387
171,2021-07-01,Alabama,3365396,4825450,1962745,1601802,8098
172,2021-07-02,Alabama,3365623,4836250,1962952,1602022,8095
173,2021-07-03,Alabama,3381996,4845190,1969834,1612803,9263
174,2021-07-04,Alabama,3382042,4845190,1969971,1612913,7416
175,2021-07-05,Alabama,3382042,4845190,1969971,1612913,6512
176,2021-07-06,Alabama,3392366,4845190,1976343,1617584,6066
177,2021-07-07,Alabama,3396338,4845190,1978951,1619647,6533
178,2021-07-08,Alabama,3402487,4866130,1982250,1623114,5299
179,2021-07-09,Alabama,3408591,4872940,1985582,1626323,6138
180,2021-07-10,Alabama,3414916,4884130,1988956,1629745,4703
181,2021-07-11,Alabama,3422016,4884130,1992957,1633408,5711
182,2021-07-12,Alabama,3422020,4884130,1993099,1633505,4974
183,2021-07-13,Alabama,3434360,4885650,2000752,1638866,5999
184,2021-07-14,Alabama,3434499,4893240,2000914,1639032,5452
185,2021-07-15,Alabama,3448153,4895780,2009200,1645083,6524
186,2021-07-16,Alabama,3455086,4904730,2013559,1647995,6642
187,2021-07-17,Alabama,3455278,4912720,2013853,1648172,5766
188,2021-07-18,Alabama,3462968,4912720,2018807,1651404,5850
189,2021-07-19,Alabama,3468625,4919470,2022782,1653604,6658
190,2021-07-20,Alabama,3471361,4928670,2024953,1654644,5286
191,2021-07-21,Alabama,3485659,4935470,2034814,1659775,7309
192,2021-07-22,Alabama,3494632,4945380,2041288,1662812,6640
193,2021-07-23,Alabama,3494892,4979270,2041597,1663031,5687
194,2021-07-24,Alabama,3504304,5001210,2048890,1665751,7004
195,2021-07-25,Alabama,3516558,5001210,2058672,1668818,7656
196,2021-07-26,Alabama,3527448,5001210,2067533,1671098,8403
197,2021-07-27,Alabama,3534356,5015500,2073358,1672423,8999
198,2021-07-28,Alabama,3557652,5031270,2092767,1677048,10285
199,2021-07-29,Alabama,3557966,5050560,2093242,1677279,9048
200,2021-07-30,Alabama,3586810,5092510,2116551,1683367,13131
201,2021-07-31,Alabama,3587175,5159890,2117044,1683584,11839
202,2021-08-01,Alabama,3603940,5159890,2130105,1687404,12483
203,2021-08-02,Alabama,3603951,5159890,2130309,1687444,10929
204,2021-08-03,Alabama,3634744,5167970,2154479,1693504,14341
205,2021-08-04,Alabama,3646234,5201860,2164048,1696031,12655
206,2021-08-05,Alabama,3651071,5220840,2168426,1697144,13301
207,2021-08-06,Alabama,3681013,5262690,2192650,1703519,13458
208,2021-08-07,Alabama,3699467,5330000,2207345,1707895,16042
209,2021-08-08,Alabama,3699583,5330000,2207724,1708026,13663
210,2021-08-09,Alabama,3712533,5330000,2217468,1711014,15512
211,2021-08-10,Alabama,3730982,5358370,2231388,1715676,13748
212,2021-08-11,Alabama,3733090,5389260,2233401,1716368,12408
213,2021-08-12,Alabama,3748680,5418340,2245275,1720455,13944
214,2021-08-13,Alabama,3764110,5539910,2256357,1725039,11871
215,2021-08-14,Alabama,3769434,5554810,2260327,1726776,9995
216,2021-08-15,Alabama,3792348,5554810,2275050,1734722,13252
217,2021-08-16,Alabama,3815944,5554810,2289141,1743610,14773
218,2021-08-17,Alabama,3828166,5581220,2295863,1748529,13883
219,2021-08-18,Alabama,3838861,5631430,2302598,1752243,15110
220,2021-08-19,Alabama,3857905,5688310,2312990,1759489,15604
221,2021-08-20,Alabama,3888601,5789070,2330695,1770725,17784
222,2021-08-21,Alabama,3906516,5863360,2340782,1777585,19583
223,2021-08-22,Alabama,3916146,5863220,2345934,1781590,17685
224,2021-08-23,Alabama,3943465,5863220,2358550,1793712,18217
225,2021-08-24,Alabama,3963352,5863220,2368289,1802279,19312
226,2021-08-25,Alabama,3966712,5889060,2370282,1803904,18264
227,2021-08-26,Alabama,3988529,5962240,2380869,1813256,18661
228,2021-08-27,Alabama,4044688,6045390,2399704,1838347,22298
229,2021-08-28,Alabama,4072870,6085890,2415007,1850031,23765
230,2021-08-29,Alabama,4097445,6102830,2426453,1860445,25900
231,2021-08-30,Alabama,4112942,6102130,2432879,1868344,24211
232,2021-08-31,Alabama,4136247,6127400,2442247,1880276,24699
233,2021-09-01,Alabama,4139337,6151970,2444342,1882050,24661
234,2021-09-02,Alabama,4158442,6218000,2452547,1891063,24273
235,2021-09-03,Alabama,4178419,6259550,2461343,1900876,19104
236,2021-09-04,Alabama,4209610,6294440,2474109,1915710,19534
237,2021-09-05,Alabama,4209610,6294440,2474109,1915710,17362
238,2021-09-06,Alabama,4209610,6294440,2474109,1915710,16486
239,2021-09-07,Alabama,4237710,6294340,2485579,1930090,14495
240,2021-09-08,Alabama,4252635,6299020,2491633,1938065,16185
241,2021-09-09,Alabama,4255847,6337120,2493041,1940044,13915
242,2021-09-10,Alabama,4287769,6388850,2504656,1956859,15621
243,2021-09-11,Alabama,4292244,6427570,2506484,1959493,11805
244,2021-09-12,Alabama,4313489,6427570,2514065,1971041,13502
245,2021-09-13,Alabama,4313489,6427570,2514065,1971041,13309
246,2021-09-14,Alabama,4329528,6447940,2516176,1980807,13117
247,2021-09-15,Alabama,4342220,6485880,2520979,1988025,12798
248,2021-09-16,Alabama,4359022,6503890,2526998,1997364,14739
249,2021-09-17,Alabama,4383430,6525240,2535635,2010919,13666
250,2021-09-18,Alabama,4386893,6545280,2537329,2013023,13521
251,2021-09-19,Alabama,4405259,6545280,2543475,2023759,13110
252,2021-09-20,Alabama,4415777,6545280,2547021,2030149,13467
253,2021-09-21,Alabama,4430711,6547850,2552143,2038644,14455
254,2021-09-22,Alabama,4439932,6561280,2555237,2043972,13959
255,2021-09-23,Alabama,4441961,6589940,2556115,2045238,11848
256,2021-09-24,Alabama,4449282,6601120,2558569,2049383,9407
257,2021-09-25,Alabama,4471337,6639550,2565735,2060935,12063
258,2021-09-26,Alabama,4485507,6639550,2570413,2069026,11464
259,2021-09-27,Alabama,4494228,6639550,2572916,2073717,11207
260,2021-09-28,Alabama,4511086,6646890,2577657,2081567,11482
261,2021-09-29,Alabama,4514239,6670090,2578863,2083182,10615
262,2021-09-30,Alabama,4532608,6665330,2583590,2089852,12950
263,2021-10-01,Alabama,4534772,6709370,2584258,2090806,12213
264,2021-10-02,Alabama,4544355,6738280,2586950,2094920,10431
265,2021-10-03,Alabama,4565230,6736650,2592096,2103203,11389
266,2021-10-04,Alabama,4579477,6736230,2595947,2109349,12178
267,2021-10-05,Alabama,4584378,6742810,2597448,2111925,10470
268,2021-10-06,Alabama,4594736,6757960,2600070,2115732,11500
269,2021-10-07,Alabama,4604007,6781040,2602402,2118943,10200
270,2021-10-08,Alabama,4624892,6829510,2608058,2126766,12874
271,2021-10-09,Alabama,4630089,6858210,2609534,2128926,12248
272,2021-10-10,Alabama,4630089,6858210,2609534,2128926,10555
273,2021-10-11,Alabama,4630089,6858210,2609534,2128926,9810
274,2021-10-12,Alabama,4657171,6864150,2616672,2139547,10399
275,2021-10-13,Alabama,4660146,6884990,2617643,2140724,9344
276,2021-10-14,Alabama,4669623,6900590,2620146,2144120,9374
277,2021-10-15,Alabama,4677864,6916550,2622428,2147033,7567
278,2021-10-16,Alabama,4688180,6945360,2625208,2150508,8299
279,2021-10-17,Alabama,4703456,6937340,2629346,2155609,9191
280,2021-10-18,Alabama,4709775,6936920,2631267,2157856,8804
281,2021-10-19,Alabama,4714057,6946650,2632750,2159523,8127
282,2021-10-20,Alabama,4722919,6981680,2634995,2162284,8968
283,2021-10-21,Alabama,4732829,6999770,2637734,2165154,9029
284,2021-10-22,Alabama,4742444,7045270,2644229,2170323,9226
285,2021-10-23,Alabama,4759947,7062480,2648588,2174923,10252
286,2021-10-24,Alabama,4766186,7061780,2650133,2176540,8961
287,2021-10-25,Alabama,4773728,7058840,2652037,2177980,9136
288,2021-10-26,Alabama,4779470,7069650,2653566,2179242,9345
289,2021-10-27,Alabama,4805213,7123260,2659115,2183682,11756
290,2021-10-28,Alabama,4827200,7163060,2663952,2187378,13482
291,2021-10-29,Alabama,4847422,7220460,2668028,2190701,14997
292,2021-10-30,Alabama,4866607,7264740,2672040,2194074,15237
293,2021-10-31,Alabama,4874827,7266450,2673656,2195532,15520
294,2021-11-01,Alabama,4884730,7263250,2676227,2197549,15857
295,2021-11-02,Alabama,4889817,7302580,2677664,2198533,15764
296,2021-11-03,Alabama,4912357,7316580,2682405,2202285,15306
297,2021-11-04,Alabama,4926067,7354360,2685449,2204677,14124
298,2021-11-05,Alabama,4939456,7401100,2688481,2207077,13148
299,2021-11-06,Alabama,4943879,7407740,2689496,2208029,11039
300,2021-11-07,Alabama,4960880,7423960,2693121,2211121,12293
301,2021-11-08,Alabama,4971453,7423960,2695826,2213458,12389
302,2021-11-09,Alabama,4974840,7456320,2696907,2214496,12146
303,2021-11-10,Alabama,4994724,7504060,2701228,2218371,11767
304,2021-11-11,Alabama,4994724,7504060,2701228,2218371,10202
305,2021-11-12,Alabama,5000242,7664290,2702878,2219557,8684
306,2021-11-13,Alabama,5011123,7683490,2706002,2221462,9606
307,2021-11-14,Alabama,5046821,7680930,2714714,2228585,12277
308,2021-11-15,Alabama,5056706,7679330,2718301,2230181,12179
309,2021-11-16,Alabama,5061882,7696280,2720602,2231219,12435
310,2021-11-17,Alabama,5077480,7723600,2724085,2233411,11822
311,2021-11-18,Alabama,5105635,7750770,2731073,2237829,15450
312,2021-11-19,Alabama,5112835,7781660,2733032,2238958,16085
313,2021-11-20,Alabama,5139179,7825960,2740397,2243092,18294
314,2021-11-21,Alabama,5146029,7822360,2742393,2244148,14173
315,2021-11-22,Alabama,5155007,7818860,2745330,2245543,14043
316,2021-11-23,Alabama,5170333,7827970,2749881,2247882,15493
317,2021-11-24,Alabama,5191035,7847520,2755913,2254666,16222
318,2021-11-25,Alabama,5191035,7847520,2755913,2254666,13285
319,2021-11-26,Alabama,5191035,7847520,2755913,2254666,13342
320,2021-11-27,Alabama,5191035,7847520,2755913,2254666,10664
321,2021-11-28,Alabama,5191035,7847520,2755913,2254666,10771
322,2021-11-29,Alabama,5229021,7802940,2767489,2262464,10573
323,2021-11-30,Alabama,5242493,7834540,2772024,2264466,10309
324,2021-12-01,Alabama,5259251,7870000,2776759,2266861,9745
325,2021-12-02,Alabama,5269173,7880350,2780216,2268570,10077
326,2021-12-03,Alabama,5301858,7902810,2788826,2273361,13661
327,2021-12-04,Alabama,5311207,7895690,2791469,2274438,13911
328,2021-12-05,Alabama,5335387,7868950,2797899,2278670,16280
329,2021-12-06,Alabama,5348564,7866010,2801384,2281756,17078
330,2021-12-07,Alabama,5358521,7894870,2804132,2283759,16575
331,2021-12-08,Alabama,5372947,7929510,2807664,2286632,16242
332,2021-12-09,Alabama,5379834,7935800,2809478,2288180,15809
333,2021-12-10,Alabama,5404729,7950160,2815260,2293071,14696
334,2021-12-11,Alabama,5421984,7997400,2819200,2296493,15825
335,2021-12-12,Alabama,5427694,7999700,2820475,2297625,13187
336,2021-12-13,Alabama,5436711,7999700,2822664,2299840,12592
337,2021-12-14,Alabama,5449205,8020150,2825574,2302467,12955
338,2021-12-15,Alabama,5460176,8050350,2828316,2304915,12461
339,2021-12-16,Alabama,5465558,8069670,2829865,2306267,12246
340,2021-12-17,Alabama,5484057,8120290,2834061,2309833,11333
341,2021-12-18,Alabama,5498460,8039060,2837454,2312217,10925
342,2021-12-19,Alabama,5503643,8008500,2838792,2313129,10850
343,2021-12-20,Alabama,5510359,7977980,2840554,2314410,10521
344,2021-12-21,Alabama,5518826,7985890,2842738,2316077,9946
345,2021-12-22,Alabama,5531312,8016810,2845635,2318310,10162
346,2021-12-23,Alabama,5549319,8046130,2849954,2321403,11966
347,2021-12-24,Alabama,5549319,8046130,2849954,2321403,10848
348,2021-12-25,Alabama,5549319,8046130,2849954,2321403,10315
349,2021-12-26,Alabama,5549319,8046130,2849954,2321403,11100
350,2021-12-27,Alabama,5592013,7994150,2860243,2328730,11665
351,2021-12-28,Alabama,5604954,7994010,2863485,2331596,12304
352,2021-12-29,Alabama,5608235,8039790,2864442,2332287,10989
353,2021-12-30,Alabama,5624234,8051430,2868764,2335344,10702
354,2021-12-31,Alabama,5624234,8051430,2868764,2335344,10722
355,2022-01-01,Alabama,5624234,8051430,2868764,2335344,10742
356,2022-01-02,Alabama,5624234,8051430,2868764,2335344,10762
357,2022-01-03,Alabama,5624234,8051430,2868764,2335344,10782
358,2022-01-04,Alabama,5678299,8027420,2884819,2345599,10478
359,2022-01-05,Alabama,5681793,8071240,2886070,2346404,10508
360,2021-01-12,Alaska,35838,141600,22486,5400,0
361,2021-01-13,Alaska,38680,149475,24541,6166,2842
362,2021-01-14,Alaska,42596,150450,35508,6166,3379
363,2021-01-15,Alaska,49039,150450,39546,9406,4400
364,2021-01-16,Alaska,49039,150450,39546,9406,4381
365,2021-01-17,Alaska,49039,150450,39546,9406,4369
366,2021-01-18,Alaska,49039,150450,39546,9406,4362
367,2021-01-19,Alaska,66331,150450,55434,10802,4356
368,2021-01-20,Alaska,68293,150350,56911,11283,4230
369,2021-01-21,Alaska,71907,154325,59449,12352,4187
370,2021-01-22,Alaska,81096,155500,67262,13718,4580
371,2021-01-23,Alaska,88344,155700,73014,15206,4997
372,2021-01-24,Alaska,94257,155700,77925,16201,5225
373,2021-01-25,Alaska,97031,155700,80226,16673,5003
374,2021-01-26,Alaska,98149,162925,81200,16815,4545
375,2021-01-27,Alaska,101597,170575,83363,18097,4758
376,2021-01-28,Alaska,105858,178075,85672,20045,4850
377,2021-01-29,Alaska,110396,192350,88654,21593,4186
378,2021-01-30,Alaska,115268,193150,91794,23320,3846
379,2021-01-31,Alaska,119590,193150,94889,24545,3619
380,2021-02-01,Alaska,122020,193150,96396,25467,3570
381,2021-02-02,Alaska,123443,196975,97076,26207,3613
382,2021-02-03,Alaska,125765,229975,98076,27528,3453
383,2021-02-04,Alaska,129936,240325,99596,30172,3440
384,2021-02-05,Alaska,134002,245700,101225,32593,3372
385,2021-02-06,Alaska,139147,248500,103163,35773,3411
386,2021-02-07,Alaska,146082,248500,106311,39541,3785
387,2021-02-08,Alaska,150934,248500,109890,40812,4131
388,2021-02-09,Alaska,152874,256900,110936,41698,4204
389,2021-02-10,Alaska,156255,260300,112448,43552,4356
390,2021-02-11,Alaska,162273,270250,116001,46006,4620
391,2021-02-12,Alaska,167436,271350,118189,48969,4776
392,2021-02-13,Alaska,175138,271550,122463,52380,5142
393,2021-02-14,Alaska,183831,271550,126381,57117,5393
394,2021-02-15,Alaska,183831,271550,126381,57117,5212
395,2021-02-16,Alaska,191008,271550,129658,60964,5448
396,2021-02-17,Alaska,193617,271550,130751,62474,5337
397,2021-02-18,Alaska,199151,271550,133491,65245,5268
398,2021-02-19,Alaska,216223,299935,143887,71892,6970
399,2021-02-20,Alaska,227403,299935,148299,78623,7466
400,2021-02-21,Alaska,235141,299935,152349,82272,7330
401,2021-02-22,Alaska,238279,299935,153572,84131,7266
402,2021-02-23,Alaska,239927,304875,154618,84746,6988
403,2021-02-24,Alaska,243650,315765,156267,86836,7148
404,2021-02-25,Alaska,249559,319265,158792,90214,7201
405,2021-02-26,Alaska,254334,332415,161595,92233,5444
406,2021-02-27,Alaska,259538,342535,163739,95331,4591
407,2021-02-28,Alaska,264741,342535,166735,97554,4229
408,2021-03-01,Alaska,268406,342535,168069,99916,4304
409,2021-03-02,Alaska,269941,372725,168646,100902,4288
410,2021-03-03,Alaska,273350,399225,170586,102382,4243
411,2021-03-04,Alaska,276891,409125,172414,104129,3905
412,2021-03-05,Alaska,281467,421375,174588,106558,3876
413,2021-03-06,Alaska,288625,426715,178237,110053,4155
414,2021-03-07,Alaska,295046,426715,180948,113787,4329
415,2021-03-08,Alaska,298144,426715,182230,115635,4248
416,2021-03-09,Alaska,302687,430685,184906,117345,4678
417,2021-03-10,Alaska,307769,445125,188281,119073,4917
418,2021-03-11,Alaska,313365,462875,190712,122197,5211
419,2021-03-12,Alaska,318526,470325,193951,124170,5294
420,2021-03-13,Alaska,324271,472395,197436,126647,5092
421,2021-03-14,Alaska,333357,472395,202410,130857,5473
422,2021-03-15,Alaska,337141,472395,205256,132532,5571
423,2021-03-16,Alaska,339647,484795,206403,133907,5280
424,2021-03-17,Alaska,345987,499625,210932,135810,5460
425,2021-03-18,Alaska,351093,509025,213432,138464,5390
426,2021-03-19,Alaska,356055,514835,216781,140169,5361
427,2021-03-20,Alaska,362698,520685,221157,143349,5490
428,2021-03-21,Alaska,372435,520685,228333,145975,5583
429,2021-03-22,Alaska,375590,520685,230614,146903,5493
430,2021-03-23,Alaska,376555,529765,231342,147214,5273
431,2021-03-24,Alaska,379296,540815,233037,148725,4758
432,2021-03-25,Alaska,384503,549315,236062,150980,4773
433,2021-03-26,Alaska,389775,568125,239599,153706,4817
434,2021-03-27,Alaska,395650,570465,242733,156698,4707
435,2021-03-28,Alaska,401502,570465,245355,160197,4152
436,2021-03-29,Alaska,403284,570465,246515,160932,3956
437,2021-03-30,Alaska,404339,572905,247097,161504,3969
438,2021-03-31,Alaska,407233,601225,248711,163100,3991
439,2021-04-01,Alaska,411529,615825,250378,165325,3861
440,2021-04-02,Alaska,415690,629315,252586,167561,3702
